file,subject,pred_start,pred_end,matched_exercise,matched_iou,source
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,507,873,db_bench_press,0.3521,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,873,1180,db_bench_press,0.4269,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,1180,1393,db_bench_press,0.4542,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,1393,1567,db_bench_press,0.3537,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,1567,1760,db_bench_press,0.5092,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,1760,2042,db_bench_press,0.3742,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,2042,2274,db_bench_press,0.4744,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,2274,2418,db_bench_press,0.2945,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,2418,2594,db_bench_press,0.4609,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,2594,2790,db_bench_press,0.5042,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,2790,3127,db_bench_press,0.7021,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,3127,3259,db_bench_press,0.2671,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,3259,3478,db_bench_press,0.4406,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,3478,3719,db_bench_press,0.4849,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,3719,3901,db_bench_press,0.3756,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,3901,4138,db_bench_press,0.5506,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,4138,4422,db_bench_press,0.5868,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,4422,4571,db_bench_press,0.3079,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,4669,4845,db_bench_press,0.3636,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,4925,5153,db_bench_press,0.2806,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,17693,18324,db_bench_press,0.3376,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,19999,20268,db_bench_press,0.5699,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,20383,20648,db_bench_press,0.5354,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,20648,20803,db_bench_press,0.3569,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,20803,21047,db_bench_press,0.5094,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21047,21248,db_bench_press,0.4196,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21248,21533,db_bench_press,0.6501,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21533,21688,db_bench_press,0.3209,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21688,21951,db_bench_press,0.6526,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21951,22089,db_bench_press,0.2943,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,22089,22223,db_bench_press,0.3018,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,22223,22440,db_bench_press,0.4887,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,22540,22821,db_bench_press,0.6386,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,22821,23218,db_bench_press,0.4736,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,23218,23376,db_bench_press,0.3636,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,23376,23710,db_bench_press,0.6562,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,23710,23867,db_bench_press,0.3084,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,23867,24079,db_bench_press,0.5698,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24079,24436,db_bench_press,0.3811,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24436,24553,db_bench_press,0.2702,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24670,24928,db_bench_press,0.567,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24928,25132,db_bench_press,0.3701,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,33195,33620,db_bench_press,0.63,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,33710,33829,db_bench_press,0.3333,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,33829,33988,db_bench_press,0.4454,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,34119,34313,db_bench_press,0.446,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,34537,34709,db_bench_press,0.4468,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,34709,34820,db_bench_press,0.2883,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,35085,35235,db_bench_press,0.3513,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,35340,35539,db_bench_press,0.4575,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,35923,36101,db_bench_press,0.3844,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,36273,36402,db_bench_press,0.2854,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,36402,36561,db_bench_press,0.3518,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,36727,36983,db_bench_press,0.4812,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,37317,37466,db_bench_press,0.2754,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,37740,38007,db_bench_press,0.4828,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,38007,38150,db_bench_press,0.2586,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,38273,38531,db_bench_press,0.611,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,38531,38642,db_bench_press,0.2662,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,73161,74478,one_arm_db_row,0.3576,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,74478,75422,one_arm_db_row,0.4142,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,75422,75934,one_arm_db_row,0.7096,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,75934,76299,one_arm_db_row,0.9753,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,76299,77408,one_arm_db_row,0.3649,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,77408,78138,one_arm_db_row,0.4204,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,88810,88959,one_arm_db_row,0.3371,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,89186,89399,one_arm_db_row,0.6416,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,89489,89606,one_arm_db_row,0.3762,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,89606,89704,one_arm_db_row,0.3151,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,89704,89878,one_arm_db_row,0.3528,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,89950,90093,one_arm_db_row,0.3743,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,90093,90216,one_arm_db_row,0.2737,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,90216,90374,one_arm_db_row,0.4553,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,90531,90642,one_arm_db_row,0.3788,short_time_energy
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,90642,90815,one_arm_db_row,0.3201,short_time_energy
