file,subject,pred_start,pred_end,matched_exercise,matched_iou,source
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,359,2127,db_bench_press,0.2653,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,4896,7143,db_bench_press,0.6587,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,16310,17951,db_bench_press,0.2947,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,17951,19021,db_bench_press,0.5725,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,19964,20572,db_bench_press,0.7763,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,20572,20988,db_bench_press,0.375,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,20988,21425,db_bench_press,0.418,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21425,21836,db_bench_press,0.4256,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,21836,22266,db_bench_press,0.4,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,22266,22704,db_bench_press,0.4,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,22704,23126,db_bench_press,0.4178,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,23126,23571,db_bench_press,0.398,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,23571,24002,db_bench_press,0.4873,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24002,24404,db_bench_press,0.4114,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24404,24824,db_bench_press,0.4076,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,24824,25106,db_bench_press,0.6198,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,35190,36073,db_bench_press,0.4926,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,36073,37049,db_bench_press,0.4631,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,37049,37977,db_bench_press,0.583,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,37977,38692,db_bench_press,0.5832,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,297769,297962,db_biceps_curl,0.3868,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,297962,298282,db_biceps_curl,0.5965,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,298282,298646,db_biceps_curl,0.7593,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,298646,299016,db_biceps_curl,0.7427,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,299016,299336,db_biceps_curl,0.7849,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,299336,299667,db_biceps_curl,0.6486,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,299667,300015,db_biceps_curl,0.7084,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,300015,300347,db_biceps_curl,0.729,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,300347,300667,db_biceps_curl,0.6971,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,300667,300999,db_biceps_curl,0.6597,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,300999,301345,db_biceps_curl,0.6415,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,301345,301750,db_biceps_curl,0.5491,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,301750,302173,db_biceps_curl,0.7487,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,313227,313667,db_biceps_curl,0.875,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,313667,314027,db_biceps_curl,0.6337,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,314027,314318,db_biceps_curl,0.6134,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,314318,314689,db_biceps_curl,0.7335,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,314689,315127,db_biceps_curl,0.6024,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,315127,315488,db_biceps_curl,0.501,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,315488,315833,db_biceps_curl,0.5439,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,315833,316235,db_biceps_curl,0.5731,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,316235,316604,db_biceps_curl,0.5835,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,316604,316985,db_biceps_curl,0.6146,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,316985,317411,db_biceps_curl,0.5885,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,317411,317714,db_biceps_curl,0.7163,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,336367,336865,db_biceps_curl,0.7568,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,339520,339808,db_biceps_curl,0.7956,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,339808,340142,db_biceps_curl,0.6005,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,340142,340508,db_biceps_curl,0.5868,pca_autocorr
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,340508,340860,db_biceps_curl,0.595,pca_autocorr
