folder,workbook,exercise,set_id,rep_id,kg,borg,completed,raw_value
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,0,8.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,1,8.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,2,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,3,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,4,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,5,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,6,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,7,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,8,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,9,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,10,8.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,0,11,8.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,0,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,1,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,2,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,3,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,4,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,5,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,6,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,7,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,8,8.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,9,8.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,10,8.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,1,11,8.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,0,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,1,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,2,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,3,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,4,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,5,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,6,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,7,8.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,8,8.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,9,8.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,10,8.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_bench_press,2,11,8.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,0,10.5,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,1,10.5,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,2,10.5,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,3,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,4,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,5,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,6,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,7,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,8,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,9,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,10,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,0,11,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,0,10.5,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,1,10.5,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,2,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,3,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,4,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,5,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,6,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,7,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,8,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,9,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,10,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,1,11,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,0,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,1,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,2,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,3,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,4,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,5,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,6,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,7,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,8,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,9,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,10,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,one_arm_db_row,2,11,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,0,10.5,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,1,10.5,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,2,10.5,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,3,10.5,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,4,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,5,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,6,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,7,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,8,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,9,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,10,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,0,11,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,0,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,1,10.5,5.0,True,5.0
